gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,service_count,monthly_to_total_ratio,tenure_bucket,has_support_services,charge_per_service
0,0,0,0,13,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,81.9,1028.9,True,False,False,False,True,False,False,False,False,True,2.0,0.07952228371686572,1,0,27.3
0,0,0,0,3,1,,,,,,,0,0,20.2,65.95,True,False,False,False,False,True,False,False,True,False,1,0.3017176997759522,0,0,10.1
1,0,1,0,30,1,,,,,,,2,0,19.05,637.55,True,False,False,False,False,True,False,False,False,True,1,0.02983321587972751,2,0,9.525
1,1,1,0,20,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,73.65,1463.5,True,False,False,False,True,False,False,False,True,False,2.0,0.050290201433936504,1,0,24.55
0,0,0,0,64,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,86.4,5442.05,False,False,True,True,False,False,False,True,False,False,8.0,0.015873453302835728,3,1,9.600000000000001
0,0,1,0,59,1,,,,,,,2,0,18.4,1057.85,True,False,False,False,False,True,True,False,False,False,1,0.017377343344194173,3,0,9.2
0,1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0,1,55.8,55.8,True,False,False,True,False,False,False,False,True,False,3.0,0.9823943661971831,0,1,13.95
1,1,0,0,57,1,1.0,0.0,0.0,1.0,0.0,1.0,2,0,93.75,5625.55,False,False,True,False,True,False,False,False,True,False,5.0,0.016662075339239853,3,1,15.625
1,0,1,1,66,0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,50.55,3364.55,False,True,False,True,False,False,True,False,False,False,3.0,0.015019833311048713,3,1,12.6375
1,0,0,1,25,0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,40.65,970.55,False,True,False,True,False,False,False,True,False,False,2.0,0.0418403581905203,2,1,13.549999999999999
1,0,0,0,10,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,29.5,255.25,False,True,False,True,False,False,False,False,False,True,1.0,0.1151219512195122,0,0,14.75
0,0,0,0,4,1,,,,,,,0,0,20.35,77.5,True,False,False,False,False,True,False,False,False,True,1,0.2592356687898089,0,0,10.175
0,0,1,0,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,92.0,6474.4,False,False,True,True,False,False,True,False,False,False,8.0,0.01420761651789851,3,1,10.222222222222221
1,1,1,0,71,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,115.05,8016.6,False,False,True,False,True,False,True,False,False,False,8.0,0.014349680702454598,3,1,12.783333333333333
0,0,0,0,41,1,,,,,,,1,1,19.75,806.95,True,False,False,False,False,True,False,False,False,True,1,0.024444581966705858,2,0,9.875
1,0,1,1,9,1,,,,,,,2,0,19.6,197.4,True,False,False,False,False,True,False,False,False,True,1,0.09879032258064517,0,0,9.8
1,0,0,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,50.9,50.9,True,False,False,True,False,False,False,False,False,True,2.0,0.9807321772639692,0,0,16.966666666666665
0,0,0,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,73.6,73.6,True,False,False,False,True,False,False,False,False,True,2.0,0.9865951742627346,0,1,24.53333333333333
0,0,1,1,65,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,109.3,7337.55,False,False,True,False,True,False,False,False,True,False,7.0,0.014893950439800777,3,1,13.6625
0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.35,338.1,False,False,True,False,True,False,False,False,True,False,2.0,0.22220583898554996,0,0,25.116666666666664
0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,74.35,74.35,True,False,False,False,True,False,False,False,True,False,2.0,0.986728599867286,0,0,24.78333333333333
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,42.9,42.9,True,False,False,True,False,False,False,False,True,False,1.0,0.9772209567198178,0,0,21.45
0,0,0,0,7,1,,,,,,,0,0,20.65,155.9,True,False,False,False,False,True,False,False,False,True,1,0.13161249203314213,0,0,10.325
1,0,0,0,5,1,,,,,,,0,0,20.35,92.75,True,False,False,False,False,True,False,False,False,True,1,0.21706666666666669,0,0,10.175
1,0,1,1,12,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,53.65,696.35,True,False,False,True,False,False,False,True,False,False,2.0,0.07693410769341076,0,0,17.883333333333333
0,1,0,0,55,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,100.0,5509.3,False,False,True,False,True,False,False,False,True,False,5.0,0.01814783224143876,3,0,16.666666666666668
1,0,0,0,54,0,1.0,0.0,0.0,1.0,1.0,0.0,2,0,45.2,2460.55,False,True,False,True,False,False,False,True,False,False,3.0,0.01836241392618472,3,1,11.3
0,1,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,69.3,153.8,True,False,False,False,True,False,False,False,True,False,1.0,0.4476744186046511,0,0,34.65
1,0,1,1,23,1,,,,,,,2,0,19.6,426.65,True,False,False,False,False,True,False,True,False,False,1,0.045831871857827666,1,0,9.8
1,0,0,0,15,1,0.0,1.0,0.0,1.0,0.0,1.0,0,0,95.7,1451.1,False,False,True,False,True,False,False,False,True,False,5.0,0.06590455202809724,1,1,15.950000000000001
0,0,0,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,49.6,114.7,True,False,False,True,False,False,False,False,False,True,2.0,0.428694900605013,0,0,16.533333333333335
1,0,0,0,56,1,0.0,1.0,0.0,0.0,1.0,1.0,0,0,98.6,5581.05,False,False,True,False,True,False,False,False,True,False,5.0,0.017663761521304895,3,0,16.433333333333334
0,0,1,0,65,1,1.0,0.0,1.0,0.0,1.0,1.0,0,1,105.05,6914.95,False,False,True,False,True,False,False,False,True,False,6.0,0.015189525661695067,3,1,15.007142857142856
1,0,1,1,28,1,0.0,1.0,1.0,1.0,1.0,0.0,1,0,92.9,2768.35,True,False,False,False,True,False,True,False,False,False,5.0,0.033545777890118623,2,1,15.483333333333334
0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25.2,25.2,False,True,False,True,False,False,False,False,False,True,0.0,0.9618320610687023,0,0,25.2
0,0,0,1,8,0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,38.5,330.8,False,True,False,True,False,False,False,False,True,False,2.0,0.1160337552742616,0,1,12.833333333333334
0,0,1,0,23,1,1.0,0.0,1.0,1.0,0.0,1.0,1,1,68.75,1689.45,True,False,False,True,False,False,True,False,False,False,5.0,0.04066964417758585,1,1,11.458333333333334
1,0,0,0,17,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0,65.75,1111.2,False,False,True,True,False,False,True,False,False,False,4.0,0.05911706527602949,1,1,13.15
1,0,0,0,30,1,1.0,1.0,0.0,1.0,1.0,0.0,1,0,70.4,2044.75,True,False,False,True,False,False,False,False,True,False,5.0,0.03441280703898326,2,1,11.733333333333334
0,1,1,0,67,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,105.6,7112.15,False,False,True,False,True,False,False,False,True,False,6.0,0.014845743446996056,3,1,15.085714285714285
1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,81.05,81.05,True,False,False,False,True,False,False,False,True,False,2.0,0.987812309567337,0,0,27.016666666666666
0,0,1,0,16,0,0.0,0.0,0.0,1.0,1.0,1.0,0,1,49.95,810.2,False,True,False,True,False,False,False,False,True,False,3.0,0.06157544378698225,1,1,12.4875
0,0,0,0,1,1,,,,,,,0,0,19.85,19.85,True,False,False,False,False,True,False,False,False,True,1,0.9520383693045563,0,0,9.925
0,0,1,0,59,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,107.0,6152.3,False,False,True,False,True,False,False,True,False,False,7.0,0.017389043277590884,3,1,13.375
0,1,1,0,20,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0,90.8,1951.0,False,False,True,False,True,False,False,False,True,False,4.0,0.04651639344262295,1,0,18.16
0,0,0,0,13,1,1.0,0.0,0.0,0.0,1.0,1.0,0,1,71.95,923.85,True,False,False,True,False,False,False,False,True,False,4.0,0.07779639941612153,1,1,14.39
0,0,0,0,28,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,89.95,2625.55,False,False,True,False,True,False,False,False,True,False,4.0,0.03424644495631151,2,0,17.990000000000002
0,0,1,0,53,1,0.0,0.0,0.0,1.0,0.0,1.0,1,1,91.15,4862.5,False,False,True,False,True,False,False,False,True,False,4.0,0.01874164696206436,3,1,18.23
0,0,0,0,7,1,,,,,,,0,0,20.0,137.6,True,False,False,False,False,True,True,False,False,False,1,0.14430014430014432,0,0,10.0
0,0,1,1,40,1,,,,,,,2,1,24.8,1024.7,False,False,True,False,False,True,False,False,False,True,2,0.02417860972994053,2,0,8.266666666666667
1,0,0,0,68,1,,,,,,,2,1,24.15,1498.85,False,False,True,False,False,True,True,False,False,False,2,0.016101610161016102,3,0,8.049999999999999
1,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,70.65,70.65,True,False,False,False,True,False,False,False,False,True,1.0,0.9860432658757851,0,0,35.325
0,0,1,1,62,1,0.0,1.0,0.0,1.0,1.0,1.0,1,1,106.05,6703.5,False,False,True,False,True,False,False,True,False,False,6.0,0.01581773435752107,3,1,15.15
1,0,0,0,28,1,0.0,1.0,0.0,1.0,1.0,0.0,1,1,91.25,2483.65,True,False,False,False,True,False,True,False,False,False,4.0,0.03672549453645382,2,1,18.25
1,1,1,0,62,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,89.1,5618.3,False,False,True,False,True,False,False,False,True,False,5.0,0.0158560674817148,3,1,14.85
1,0,0,1,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45.65,985.05,True,False,False,True,False,False,False,False,False,True,1.0,0.046295826783631665,1,0,22.825
0,1,0,0,41,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,101.1,4016.2,True,False,False,False,True,False,True,False,False,False,5.0,0.025166782833814596,2,1,16.849999999999998
1,0,1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,69.8,377.85,True,False,False,False,True,False,False,False,True,False,1.0,0.18424178434736702,0,0,34.9
1,1,1,0,49,1,0.0,1.0,0.0,0.0,0.0,1.0,0,0,90.05,4547.25,False,False,True,False,True,False,False,True,False,False,4.0,0.019798823723410103,3,0,18.009999999999998
0,0,1,1,67,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,109.4,7281.6,False,False,True,False,True,False,False,False,True,False,7.0,0.015022107489083569,3,1,13.675
0,0,0,0,45,1,1.0,1.0,0.0,0.0,1.0,1.0,1,1,100.3,4483.95,True,False,False,False,True,False,False,False,True,False,5.0,0.022363682984202722,2,1,16.716666666666665
1,0,1,1,59,1,,,,,,,2,0,19.3,1192.7,True,False,False,False,False,True,False,True,False,False,1,0.01616821646979978,3,0,9.65
0,0,0,0,1,1,0.0,1.0,0.0,1.0,1.0,0.0,0,0,91.7,91.7,True,False,False,False,True,False,False,False,True,False,4.0,0.9892125134843581,0,1,18.34
1,0,1,1,72,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,104.9,7537.5,False,False,True,False,True,False,False,True,False,False,7.0,0.013915235126351396,3,1,13.1125
1,0,1,1,67,1,,,,,,,2,1,20.8,1411.9,True,False,False,False,False,True,False,False,False,True,1,0.014721494797933329,3,0,10.4
0,0,1,1,44,1,,,,,,,0,0,19.6,780.25,True,False,False,False,False,True,False,False,False,True,1,0.025088000000000003,2,0,9.8
0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,44.0,44.0,True,False,False,True,False,False,False,False,False,True,1.0,0.9777777777777777,0,0,22.0
0,1,0,0,71,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,105.9,7521.95,False,False,True,False,True,False,False,False,True,False,6.0,0.014076924610691285,3,0,15.12857142857143
1,1,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,71.45,371.6,True,False,False,False,True,False,False,False,False,True,1.0,0.19176060118089103,0,0,35.725
0,1,1,1,66,1,1.0,1.0,0.0,1.0,1.0,1.0,1,1,110.6,7210.85,False,False,True,False,True,False,False,True,False,False,7.0,0.015335870823713748,3,1,13.825
1,1,1,0,32,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,93.5,2970.8,False,False,True,False,True,False,False,False,True,False,5.0,0.03146241335217713,2,0,15.583333333333334
1,0,0,0,52,1,1.0,1.0,0.0,0.0,1.0,0.0,2,1,63.25,3342.45,True,False,False,True,False,False,False,True,False,False,4.0,0.018917585129133083,3,1,12.65
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,44.4,44.4,True,False,False,True,False,False,False,False,False,True,1.0,0.9779735682819384,0,0,22.2
1,0,0,0,18,1,,,,,,,0,0,20.05,358.5,True,False,False,False,False,True,False,False,False,True,1,0.05577190542420028,1,0,10.025
1,0,0,0,66,1,1.0,1.0,0.0,0.0,0.0,0.0,1,1,54.8,3465.7,True,False,False,True,False,False,False,False,False,True,3.0,0.015807540312112383,3,1,13.7
1,0,1,0,38,1,1.0,1.0,0.0,0.0,0.0,0.0,0,1,79.45,3013.05,True,False,False,False,True,False,False,False,True,False,3.0,0.026359881222939235,2,1,19.8625
1,0,1,1,15,1,1.0,0.0,0.0,1.0,1.0,1.0,1,0,101.9,1667.25,True,False,False,False,True,False,False,False,True,False,5.0,0.061081972126479846,1,1,16.983333333333334
0,0,1,1,46,1,1.0,0.0,1.0,1.0,0.0,1.0,2,0,99.65,4630.2,False,False,True,False,True,False,False,False,False,True,6.0,0.02151710139920539,2,1,14.235714285714286
0,0,1,0,65,1,1.0,1.0,0.0,1.0,1.0,0.0,1,1,100.15,6643.5,False,False,True,False,True,False,True,False,False,False,6.0,0.015072616449695238,3,1,14.307142857142859
0,0,1,0,68,1,,,,,,,2,0,25.8,1911.5,False,False,True,False,False,True,False,True,False,False,2,0.013490196078431374,3,0,8.6
1,0,1,1,13,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,97.0,1334.45,True,False,False,False,True,False,False,False,True,False,4.0,0.07263469242577408,1,0,19.4
0,0,0,0,10,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,98.5,1058.25,False,False,True,False,True,False,False,False,True,False,5.0,0.09299032334198726,0,1,16.416666666666668
1,0,0,0,25,1,,,,,,,1,1,19.5,516.3,True,False,False,False,False,True,True,False,False,False,1,0.03769572781751402,2,0,9.75
1,0,0,0,10,1,,,,,,,2,0,25.7,251.6,False,False,True,False,False,True,True,False,False,False,2,0.10174188440221694,0,0,8.566666666666666
1,0,1,0,72,1,,,,,,,2,0,25.85,1872.2,False,False,True,False,False,True,False,True,False,False,2,0.013799914584667948,3,0,8.616666666666667
1,0,0,0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,50.25,152.3,True,False,False,True,False,False,False,False,False,True,2.0,0.3277886497064579,0,1,16.75
1,0,0,0,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,54.4,114.1,False,False,True,True,False,False,False,False,False,True,3.0,0.47263249348392705,0,0,13.6
1,0,1,1,38,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,81.0,3084.9,True,False,False,True,False,False,False,True,False,False,6.0,0.0262484202339674,2,1,11.571428571428571
1,0,1,0,62,1,0.0,0.0,1.0,1.0,1.0,1.0,2,1,107.6,6912.7,False,False,True,False,True,False,True,False,False,False,6.0,0.015563301849950098,3,1,15.37142857142857
1,1,1,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,75.2,775.3,False,False,True,False,True,False,False,True,False,False,2.0,0.09686976684271545,0,0,25.066666666666666
0,0,0,0,3,1,0.0,0.0,1.0,1.0,0.0,0.0,0,0,80.1,217.55,True,False,False,False,True,False,False,True,False,False,3.0,0.366506520247083,0,1,20.025
1,0,1,1,49,0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,51.8,2541.25,False,True,False,True,False,False,True,False,False,False,3.0,0.020375651489822007,3,0,12.95
1,0,0,0,17,1,,,,,,,2,0,19.45,369.05,True,False,False,False,False,True,False,True,False,False,1,0.05256046480205377,1,0,9.725
0,0,0,0,8,1,,,,,,,0,1,20.7,137.6,True,False,False,False,False,True,False,False,False,True,1,0.14935064935064934,0,0,10.35
1,0,0,0,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,50.2,109.25,True,False,False,True,False,False,False,True,False,False,2.0,0.4553287981859411,0,1,16.733333333333334
1,0,0,0,3,1,0.0,0.0,1.0,1.0,1.0,0.0,0,1,88.35,262.05,True,False,False,False,True,False,False,False,False,True,4.0,0.3358677057593613,0,1,17.669999999999998
0,1,0,0,9,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,84.45,762.5,False,False,True,False,True,False,False,False,True,False,3.0,0.11060903732809431,0,0,21.1125
1,0,1,0,70,1,,,,,,,2,0,24.25,1724.15,False,False,True,False,False,True,True,False,False,False,2,0.014056748688519837,3,0,8.083333333333334
1,0,1,1,32,1,1.0,1.0,1.0,0.0,0.0,1.0,1,0,94.8,3131.55,True,False,False,False,True,False,False,False,False,True,5.0,0.030262884870153706,2,1,15.799999999999999
1,0,1,1,22,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,75.0,1573.95,True,False,False,False,True,False,True,False,False,False,2.0,0.047620559382837546,1,1,25.0
0,0,1,1,14,1,,,,,,,1,1,19.5,272.0,True,False,False,False,False,True,False,False,False,True,1,0.07142857142857142,1,0,9.75
1,0,1,1,2,1,0.0,0.0,1.0,1.0,0.0,1.0,0,0,90.0,190.05,True,False,False,False,True,False,False,True,False,False,4.0,0.47108086888249145,0,1,18.0
1,0,1,0,68,1,,,,,,,2,0,25.25,1728.2,False,False,True,False,False,True,True,False,False,False,2,0.014602128151746472,3,0,8.416666666666666
1,0,0,0,14,1,,,,,,,1,0,20.4,275.7,True,False,False,False,False,True,True,False,False,False,1,0.07372605710155403,1,0,10.2
0,0,0,0,2,1,1.0,1.0,0.0,0.0,1.0,0.0,0,1,91.15,168.5,True,False,False,False,True,False,False,False,True,False,4.0,0.5377581120943953,0,1,18.23
0,0,0,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,79.75,164.5,True,False,False,False,True,False,False,False,True,False,2.0,0.4818731117824773,0,0,26.583333333333332
0,0,1,0,48,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,97.05,4692.95,True,False,False,False,True,False,False,False,True,False,5.0,0.020675550442590996,2,0,16.175
0,0,1,0,6,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,49.15,270.8,True,False,False,True,False,False,False,False,True,False,2.0,0.18083149374540103,0,1,16.383333333333333
1,1,1,0,43,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,103.0,4414.3,False,False,True,False,True,False,False,False,True,False,6.0,0.023327973184155096,2,0,14.714285714285714
0,0,0,0,36,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,75.55,2680.15,True,False,False,True,False,False,False,False,False,True,6.0,0.028178207112619584,2,1,10.792857142857143
1,0,0,0,66,1,0.0,1.0,1.0,0.0,1.0,1.0,0,0,99.5,6710.5,True,False,False,False,True,False,False,False,True,False,5.0,0.01482529985845191,3,0,16.583333333333332
1,0,1,1,58,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,92.85,5305.05,True,False,False,False,True,False,False,False,True,False,4.0,0.017498892773343634,3,0,18.57
0,0,0,0,23,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1,90.05,2169.8,False,False,True,False,True,False,True,False,False,False,4.0,0.04148240280081076,1,1,18.009999999999998
1,0,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,101.45,101.45,False,False,True,False,True,False,False,False,True,False,5.0,0.9902391410444119,0,0,16.908333333333335
0,0,0,0,15,1,,,,,,,1,0,20.1,302.45,True,False,False,False,False,True,False,True,False,False,1,0.06623826000988632,1,0,10.05
1,0,1,1,71,1,1.0,1.0,1.0,1.0,1.0,0.0,2,0,100.2,7209.0,True,False,False,False,True,False,False,True,False,False,6.0,0.01389736477115118,3,1,14.314285714285715
0,0,0,0,12,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,89.15,1057.55,False,False,True,False,True,False,False,False,True,False,4.0,0.08421897879174343,0,0,17.830000000000002
1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45.05,45.05,True,False,False,True,False,False,False,False,False,True,1.0,0.9782844733984799,0,0,22.525
1,1,0,0,9,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,49.2,447.9,True,False,False,True,False,False,False,False,False,True,2.0,0.10960124749387393,0,1,16.400000000000002
1,0,1,1,30,1,,,,,,,2,0,21.25,711.9,True,False,False,False,False,True,False,False,False,True,1,0.029807827184738393,2,0,10.625
1,1,0,0,35,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,101.4,3496.3,False,False,True,False,True,False,False,False,True,False,5.0,0.028993795213450375,2,0,16.900000000000002
0,0,1,0,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,52.15,2583.75,False,False,True,True,False,False,False,True,False,False,2.0,0.020176032498307378,3,0,17.383333333333333
0,0,1,1,61,0,0.0,1.0,1.0,1.0,1.0,1.0,2,1,61.45,3751.15,False,True,False,True,False,False,True,False,False,False,5.0,0.016377277027837374,3,1,10.241666666666667
0,0,1,0,70,0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,64.55,4504.9,False,True,False,True,False,False,True,False,False,False,6.0,0.014325661909940302,3,1,9.221428571428572
0,0,0,0,10,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,100.6,1060.2,False,False,True,False,True,False,False,False,True,False,5.0,0.09479834150018845,0,0,16.766666666666666
1,0,1,1,72,1,,,,,,,2,0,26.1,1851.45,False,False,True,False,False,True,False,False,False,True,2,0.014089449107938136,3,0,8.700000000000001
0,0,1,1,62,1,1.0,0.0,1.0,0.0,0.0,0.0,1,0,54.75,3425.35,True,False,False,True,False,False,False,True,False,False,3.0,0.01597910312723452,3,1,13.6875
0,0,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45.45,411.75,True,False,False,True,False,False,False,False,True,False,1.0,0.11011508176862508,0,0,22.725
1,0,0,0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,79.95,174.45,True,False,False,False,True,False,False,False,True,False,2.0,0.4556853804502708,0,0,26.650000000000002
1,0,0,0,49,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,103.7,5036.3,False,False,True,False,True,False,True,False,False,False,6.0,0.020586425267504416,3,0,14.814285714285715
1,0,0,0,1,1,,,,,,,0,0,19.45,19.45,True,False,False,False,False,True,False,False,False,True,1,0.9511002444987775,0,0,9.725
1,0,1,0,25,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,95.7,2338.35,True,False,False,False,True,False,False,True,False,False,4.0,0.04090879945283947,2,1,19.14
1,0,0,0,72,1,1.0,1.0,1.0,1.0,1.0,0.0,2,1,75.1,5336.35,True,False,False,True,False,False,True,False,False,False,6.0,0.014070653039429677,3,1,10.728571428571428
0,0,0,0,39,0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,50.65,1905.4,False,True,False,True,False,False,False,True,False,False,3.0,0.026568401174989507,2,0,12.6625
0,0,1,1,3,1,0.0,1.0,1.0,0.0,1.0,0.0,0,1,69.15,235.0,False,False,True,True,False,False,True,False,False,False,5.0,0.2930084745762712,0,0,11.525
0,0,1,1,69,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,103.95,7446.9,False,False,True,False,True,False,False,False,True,False,6.0,0.013956954309268386,3,0,14.85
1,0,0,0,16,1,,,,,,,0,0,19.75,294.9,True,False,False,False,False,True,False,True,False,False,1,0.06674552213585672,1,0,9.875
0,0,0,0,12,0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,33.6,435.45,False,True,False,True,False,False,False,False,False,True,2.0,0.07698476343223737,0,1,11.200000000000001
1,0,1,1,71,1,1.0,1.0,0.0,1.0,0.0,0.0,1,1,66.85,4748.7,False,False,True,True,False,False,False,True,False,False,5.0,0.014074573130934584,3,1,11.141666666666666
0,0,1,1,12,1,,,,,,,0,0,19.4,198.1,True,False,False,False,False,True,True,False,False,False,1,0.09743847312908085,0,0,9.7
1,1,0,0,71,1,0.0,1.0,0.0,1.0,1.0,1.0,2,1,106.8,7623.2,False,False,True,False,True,False,False,False,True,False,6.0,0.014008027071692767,3,1,15.257142857142856
1,0,1,1,46,1,1.0,0.0,1.0,1.0,0.0,0.0,1,0,56.9,2560.1,True,False,False,True,False,False,False,False,False,True,4.0,0.02221701612588341,2,1,11.379999999999999
0,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,92.65,6733.0,False,False,True,True,False,False,True,False,False,False,8.0,0.013758538758538759,3,1,10.294444444444444
0,0,0,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,76.0,1783.6,False,False,True,False,True,False,False,True,False,False,2.0,0.04258657402218985,1,0,25.333333333333332
1,0,1,0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0,0,55.7,55.7,True,False,False,True,False,False,False,False,False,True,3.0,0.982363315696649,0,1,13.925
0,0,1,1,72,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,116.4,8543.25,False,False,True,False,True,False,False,True,False,False,8.0,0.013623196886795214,3,1,12.933333333333334
1,0,0,0,41,1,,,,,,,0,1,25.25,996.45,False,False,True,False,False,True,True,False,False,False,2,0.02531455210787508,2,0,8.416666666666666
0,0,1,0,53,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,94.85,5000.2,True,False,False,False,True,False,True,False,False,False,4.0,0.01896544829240982,3,0,18.97
0,0,1,1,62,1,1.0,0.0,0.0,0.0,1.0,1.0,2,1,101.15,6638.35,False,False,True,False,True,False,True,False,False,False,5.0,0.01523492510562028,3,1,16.858333333333334
0,0,0,0,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,96.0,174.8,False,False,True,False,True,False,False,False,True,False,4.0,0.5460750853242321,0,0,19.2
0,0,1,1,69,1,0.0,1.0,0.0,1.0,0.0,1.0,2,1,93.3,6398.05,False,False,True,False,True,False,True,False,False,False,5.0,0.014580289261687281,3,1,15.549999999999999
0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,45.3,196.95,True,False,False,True,False,False,False,False,False,True,1.0,0.22884566809800455,0,0,22.65
0,0,0,0,9,1,0.0,0.0,0.0,1.0,1.0,0.0,0,1,59.5,530.05,True,False,False,True,False,False,True,False,False,False,3.0,0.11204218058563224,0,1,14.875
1,0,0,0,63,1,1.0,1.0,1.0,1.0,0.0,0.0,1,0,71.5,4576.3,False,False,True,True,False,False,False,False,True,False,6.0,0.015620562340244249,3,1,10.214285714285714
1,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,47.15,223.15,False,False,True,True,False,False,False,False,True,False,2.0,0.21035021191166628,0,0,15.716666666666667
0,0,0,0,41,1,,,,,,,2,0,20.65,835.15,True,False,False,False,False,True,False,False,False,True,1,0.0246965257429887,2,0,10.325
0,0,0,0,5,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,93.9,486.85,False,False,True,False,True,False,False,False,False,True,4.0,0.192477195859383,0,0,18.78
